ChangeTV init done
---------- 1544914757.9929426 ----------

---------- 1544914763.000171 ----------

---------- 1544914768.0049424 ----------

---------- 1544914773.0121775 ----------

---------- 1544914778.0169494 ----------

---------- 1544914783.0241733 ----------

---------- 1544914788.0289488 ----------

---------- 1544914793.0361738 ----------

---------- 1544914798.0409389 ----------

---------- 1544914803.048158 ----------

---------- 1544914808.0553272 ----------

---------- 1544914813.0626097 ----------

---------- 1544914818.0698206 ----------

---------- 1544914823.0770106 ----------

---------- 1544914828.084282 ----------

---------- 1544914833.0914972 ----------

---------- 1544914838.098801 ----------

---------- 1544914843.1060574 ----------

---------- 1544914848.1129546 ----------

---------- 1544914853.1201863 ----------

---------- 1544914858.1274061 ----------

---------- 1544914863.1346052 ----------

---------- 1544914868.140935 ----------

---------- 1544914873.1481383 ----------

---------- 1544914878.1529398 ----------

---------- 1544914883.160195 ----------

---------- 1544914888.164969 ----------

---------- 1544914893.172225 ----------

---------- 1544914898.1769469 ----------

---------- 1544914903.1841886 ----------

---------- 1544914908.1889472 ----------

---------- 1544914913.196173 ----------

---------- 1544914918.2009447 ----------

---------- 1544914923.2081726 ----------

---------- 1544914928.2153924 ----------

---------- 1544914933.2226467 ----------

---------- 1544914938.2289512 ----------

---------- 1544914943.2361426 ----------

---------- 1544914948.2409594 ----------

---------- 1544914953.2482178 ----------

---------- 1544914958.2529442 ----------

---------- 1544914963.2601807 ----------

---------- 1544914968.2649477 ----------

---------- 1544914973.2721817 ----------

---------- 1544914978.2769425 ----------

---------- 1544914983.2842388 ----------

---------- 1544914988.288943 ----------

---------- 1544914993.296171 ----------

---------- 1544914998.303403 ----------

---------- 1544915003.3106606 ----------

---------- 1544915008.3178413 ----------

---------- 1544915013.3231854 ----------

---------- 1544915018.3304076 ----------

---------- 1544915023.337631 ----------

---------- 1544915028.3409233 ----------

---------- 1544915033.3481562 ----------

---------- 1544915038.3553674 ----------

---------- 1544915043.3625848 ----------

---------- 1544915048.3697684 ----------

---------- 1544915053.3769479 ----------

---------- 1544915058.3841462 ----------

---------- 1544915063.3913498 ----------

---------- 1544915068.398506 ----------

---------- 1544915073.4056153 ----------

---------- 1544915078.4128094 ----------

---------- 1544915083.4200242 ----------

---------- 1544915088.4271944 ----------

---------- 1544915093.434422 ----------

---------- 1544915098.4415994 ----------

---------- 1544915103.4487894 ----------

---------- 1544915108.4559977 ----------

---------- 1544915113.4632194 ----------

---------- 1544915118.470456 ----------

---------- 1544915123.4776561 ----------

---------- 1544915128.484881 ----------

---------- 1544915133.4921095 ----------

---------- 1544915138.4993272 ----------

---------- 1544915143.5065384 ----------

---------- 1544915148.5137649 ----------

---------- 1544915153.520978 ----------

---------- 1544915158.5281532 ----------

---------- 1544915163.5353286 ----------

---------- 1544915168.542549 ----------

---------- 1544915173.5497134 ----------

---------- 1544915178.5568943 ----------

---------- 1544915183.5640843 ----------

---------- 1544915188.5712976 ----------

---------- 1544915193.5785341 ----------

---------- 1544915198.5857508 ----------

---------- 1544915203.5929031 ----------

---------- 1544915208.6000926 ----------

---------- 1544915213.6073153 ----------

---------- 1544915218.6145263 ----------

---------- 1544915223.6217313 ----------

---------- 1544915228.6289392 ----------

---------- 1544915233.6361828 ----------

---------- 1544915238.6433804 ----------

---------- 1544915243.6505773 ----------

---------- 1544915248.6569467 ----------

---------- 1544915253.6641366 ----------

---------- 1544915258.6689277 ----------

---------- 1544915263.676142 ----------

---------- 1544915268.680946 ----------

---------- 1544915273.6881475 ----------

---------- 1544915278.6952715 ----------

---------- 1544915283.7025094 ----------

---------- 1544915288.7096794 ----------

---------- 1544915293.7169504 ----------

---------- 1544915298.7241724 ----------

---------- 1544915303.7313485 ----------

---------- 1544915308.7369423 ----------

---------- 1544915313.7441251 ----------

---------- 1544915318.7513459 ----------

---------- 1544915323.7584887 ----------

---------- 1544915328.7649443 ----------

---------- 1544915333.7721753 ----------

---------- 1544915338.7769418 ----------

---------- 1544915343.7841458 ----------

---------- 1544915348.788947 ----------

---------- 1544915353.7961726 ----------

---------- 1544915358.8009555 ----------

---------- 1544915363.8081844 ----------

---------- 1544915368.8129435 ----------

---------- 1544915373.8200743 ----------

---------- 1544915378.824947 ----------

---------- 1544915383.8321774 ----------

---------- 1544915388.8393886 ----------

---------- 1544915393.8466113 ----------

---------- 1544915398.8489563 ----------

---------- 1544915403.8561966 ----------

---------- 1544915408.8634114 ----------

---------- 1544915413.8706408 ----------

---------- 1544915418.8778558 ----------

---------- 1544915423.8849888 ----------

---------- 1544915428.892222 ----------

---------- 1544915433.8994224 ----------

---------- 1544915438.904939 ----------

---------- 1544915443.9121716 ----------

---------- 1544915448.9169388 ----------

---------- 1544915453.9241319 ----------

---------- 1544915458.9289205 ----------

---------- 1544915463.9360838 ----------

---------- 1544915468.9409149 ----------

---------- 1544915473.9481099 ----------

---------- 1544915478.9553359 ----------

---------- 1544915483.9625723 ----------

---------- 1544915488.9697964 ----------

---------- 1544915493.977024 ----------

---------- 1544915498.9809403 ----------

---------- 1544915503.9881454 ----------

---------- 1544915508.992886 ----------

---------- 1544915514.000057 ----------

---------- 1544915519.0049078 ----------

---------- 1544915524.0122123 ----------

---------- 1544915529.0169306 ----------

---------- 1544915534.0241468 ----------

---------- 1544915539.028949 ----------

---------- 1544915544.0361784 ----------

---------- 1544915549.0433972 ----------

---------- 1544915554.0506198 ----------

---------- 1544915559.057835 ----------

---------- 1544915564.0650547 ----------

---------- 1544915569.072316 ----------

---------- 1544915574.079541 ----------

---------- 1544915579.0867748 ----------

---------- 1544915584.094022 ----------

---------- 1544915589.1012485 ----------

---------- 1544915594.108559 ----------

---------- 1544915599.1158378 ----------

---------- 1544915604.1230705 ----------

---------- 1544915609.1303103 ----------

---------- 1544915614.1375396 ----------

---------- 1544915619.1398675 ----------

---------- 1544915624.1470826 ----------

---------- 1544915629.152915 ----------

---------- 1544915634.1601076 ----------

---------- 1544915639.1649575 ----------

---------- 1544915644.1722152 ----------

---------- 1544915649.1769397 ----------

---------- 1544915654.1842482 ----------

---------- 1544915659.1889567 ----------

---------- 1544915664.1961944 ----------

---------- 1544915669.2009637 ----------

---------- 1544915674.20822 ----------

---------- 1544915679.2154403 ----------

---------- 1544915684.22262 ----------

---------- 1544915689.2298014 ----------

---------- 1544915694.2370124 ----------

---------- 1544915699.2442532 ----------

---------- 1544915704.2514288 ----------

---------- 1544915709.2586768 ----------

---------- 1544915714.2659192 ----------

---------- 1544915719.2731733 ----------

---------- 1544915724.2804062 ----------

---------- 1544915729.2875824 ----------

---------- 1544915734.2947047 ----------

---------- 1544915739.301917 ----------

---------- 1544915744.309131 ----------

---------- 1544915749.3163488 ----------

---------- 1544915754.3235135 ----------

---------- 1544915759.3307447 ----------

---------- 1544915764.338 ----------

---------- 1544915769.3452125 ----------

---------- 1544915774.3525362 ----------

---------- 1544915779.3597934 ----------

---------- 1544915784.367022 ----------

---------- 1544915789.3742325 ----------

---------- 1544915794.3814192 ----------

---------- 1544915799.3886757 ----------

---------- 1544915804.3958282 ----------

---------- 1544915809.4030607 ----------

---------- 1544915814.4102867 ----------

---------- 1544915819.4175096 ----------

---------- 1544915824.42476 ----------

---------- 1544915829.4319863 ----------

---------- 1544915834.4391496 ----------

---------- 1544915839.4463096 ----------

---------- 1544915844.4534907 ----------

---------- 1544915849.460732 ----------

---------- 1544915854.467777 ----------

---------- 1544915859.4749823 ----------

---------- 1544915864.482219 ----------

---------- 1544915869.48943 ----------

---------- 1544915874.4966683 ----------

---------- 1544915879.5038366 ----------

---------- 1544915884.51106 ----------

---------- 1544915889.5183184 ----------

---------- 1544915894.5255964 ----------

---------- 1544915899.532867 ----------

---------- 1544915904.5401175 ----------

---------- 1544915909.547334 ----------

---------- 1544915914.554446 ----------

---------- 1544915919.5615323 ----------

---------- 1544915924.5687196 ----------

---------- 1544915929.5759594 ----------

---------- 1544915934.5831454 ----------

---------- 1544915939.590623 ----------

---------- 1544915944.5980275 ----------

---------- 1544915949.6052246 ----------

---------- 1544915954.6126027 ----------

---------- 1544915959.619888 ----------

---------- 1544915964.6270652 ----------

---------- 1544915969.6343565 ----------

---------- 1544915974.6415677 ----------

---------- 1544915979.6488404 ----------

---------- 1544915984.656084 ----------

---------- 1544915989.6633375 ----------

---------- 1544915994.670587 ----------

---------- 1544915999.6777906 ----------

---------- 1544916004.685011 ----------

---------- 1544916009.692258 ----------

---------- 1544916014.6995606 ----------

---------- 1544916019.7068527 ----------

---------- 1544916024.714088 ----------

---------- 1544916029.721322 ----------

---------- 1544916034.7285483 ----------

---------- 1544916039.7357655 ----------

---------- 1544916044.7430038 ----------

---------- 1544916049.7502654 ----------

---------- 1544916054.7574046 ----------

---------- 1544916059.764547 ----------

---------- 1544916064.771765 ----------

---------- 1544916069.7790184 ----------

---------- 1544916074.7863398 ----------

---------- 1544916079.7935982 ----------

---------- 1544916084.8008335 ----------

---------- 1544916089.8080728 ----------

---------- 1544916094.815291 ----------

---------- 1544916099.8209438 ----------

---------- 1544916104.828155 ----------

---------- 1544916109.8329475 ----------

---------- 1544916114.8401814 ----------

---------- 1544916119.8449452 ----------

---------- 1544916124.8521457 ----------

---------- 1544916129.8593855 ----------

---------- 1544916134.8667245 ----------

---------- 1544916139.8739958 ----------

---------- 1544916144.8811257 ----------

---------- 1544916149.8883333 ----------

---------- 1544916154.8955436 ----------

---------- 1544916159.9027774 ----------

---------- 1544916164.9099662 ----------

---------- 1544916169.9171722 ----------

---------- 1544916174.9243205 ----------

---------- 1544916179.9315143 ----------

---------- 1544916184.938743 ----------

---------- 1544916189.9459038 ----------

---------- 1544916194.9531844 ----------

---------- 1544916199.9604595 ----------

---------- 1544916204.9676766 ----------

---------- 1544916209.974916 ----------

---------- 1544916214.9821372 ----------

---------- 1544916219.989385 ----------

---------- 1544916224.9966474 ----------

---------- 1544916230.0038714 ----------

---------- 1544916235.011104 ----------

---------- 1544916240.0183244 ----------

---------- 1544916245.0254824 ----------

---------- 1544916250.0326662 ----------

---------- 1544916255.0400302 ----------

---------- 1544916260.0472627 ----------

---------- 1544916265.0544386 ----------

---------- 1544916270.0616727 ----------

---------- 1544916275.0688694 ----------

---------- 1544916280.076112 ----------

---------- 1544916285.0833204 ----------

---------- 1544916290.0859883 ----------

---------- 1544916295.0931349 ----------

---------- 1544916300.1003382 ----------

---------- 1544916305.1074347 ----------

---------- 1544916310.1146512 ----------

---------- 1544916315.1219857 ----------

---------- 1544916320.129237 ----------

---------- 1544916325.136484 ----------

---------- 1544916330.143668 ----------

---------- 1544916335.1508548 ----------

---------- 1544916340.1580358 ----------

---------- 1544916345.165216 ----------

---------- 1544916350.1724398 ----------

---------- 1544916355.1796393 ----------

---------- 1544916360.1869137 ----------

---------- 1544916365.1941578 ----------

---------- 1544916370.2013435 ----------

---------- 1544916375.208653 ----------

---------- 1544916380.2159605 ----------

---------- 1544916385.2231946 ----------

---------- 1544916390.2304227 ----------

---------- 1544916395.2376227 ----------

---------- 1544916400.2448573 ----------

---------- 1544916405.252104 ----------

---------- 1544916410.2593513 ----------

---------- 1544916415.2665637 ----------

---------- 1544916420.273761 ----------

---------- 1544916425.2809253 ----------

---------- 1544916430.2881217 ----------

---------- 1544916435.295399 ----------

---------- 1544916440.3026905 ----------

---------- 1544916445.3099067 ----------

---------- 1544916450.3171315 ----------

---------- 1544916455.324365 ----------

---------- 1544916460.3315907 ----------

---------- 1544916465.338823 ----------

---------- 1544916470.3460708 ----------

---------- 1544916475.353271 ----------

---------- 1544916480.3605068 ----------

---------- 1544916485.3677208 ----------

---------- 1544916490.3749719 ----------

---------- 1544916495.3823376 ----------

---------- 1544916500.3896043 ----------

---------- 1544916505.396981 ----------

---------- 1544916510.404234 ----------

---------- 1544916515.411446 ----------

---------- 1544916520.4186573 ----------

---------- 1544916525.4258456 ----------

---------- 1544916530.4329567 ----------

---------- 1544916535.4402037 ----------

---------- 1544916540.4474232 ----------

---------- 1544916545.4545863 ----------

---------- 1544916550.461753 ----------

---------- 1544916555.4691124 ----------

---------- 1544916560.4763925 ----------

---------- 1544916565.4836137 ----------

---------- 1544916570.4908595 ----------

---------- 1544916575.498087 ----------

---------- 1544916580.5053165 ----------

---------- 1544916585.5125675 ----------

---------- 1544916590.5198045 ----------

---------- 1544916595.5270524 ----------

---------- 1544916600.5341775 ----------

---------- 1544916605.541425 ----------

---------- 1544916610.548691 ----------

---------- 1544916615.556083 ----------

---------- 1544916620.563405 ----------

---------- 1544916625.5706627 ----------

---------- 1544916630.5778885 ----------

---------- 1544916635.585111 ----------

---------- 1544916640.592355 ----------

---------- 1544916645.5995746 ----------

---------- 1544916650.6068168 ----------

---------- 1544916655.6140594 ----------

---------- 1544916660.6212773 ----------

---------- 1544916665.6284962 ----------

---------- 1544916670.6329477 ----------

---------- 1544916675.6403968 ----------

---------- 1544916680.6449575 ----------

---------- 1544916685.6521845 ----------

---------- 1544916690.656957 ----------

---------- 1544916695.6641889 ----------

---------- 1544916700.6714108 ----------

---------- 1544916705.678633 ----------

---------- 1544916710.684951 ----------

---------- 1544916715.6921742 ----------

---------- 1544916720.6969535 ----------

---------- 1544916725.704183 ----------

---------- 1544916730.7089627 ----------

---------- 1544916735.7163038 ----------

---------- 1544916740.720962 ----------

---------- 1544916745.728205 ----------

---------- 1544916750.732953 ----------

---------- 1544916755.740177 ----------

---------- 1544916760.7449503 ----------

---------- 1544916765.7521675 ----------

---------- 1544916770.7569537 ----------

---------- 1544916775.7642086 ----------

---------- 1544916780.7714157 ----------

---------- 1544916785.7786014 ----------

---------- 1544916790.785817 ----------

---------- 1544916795.7931812 ----------

---------- 1544916800.8004377 ----------

---------- 1544916805.807596 ----------

---------- 1544916810.8148394 ----------

---------- 1544916815.8220403 ----------

---------- 1544916820.828957 ----------

---------- 1544916825.8362155 ----------

---------- 1544916830.8416133 ----------

---------- 1544916835.8488035 ----------

---------- 1544916840.8560224 ----------

---------- 1544916845.863232 ----------

---------- 1544916850.8704545 ----------

---------- 1544916855.8777928 ----------

---------- 1544916860.8850825 ----------

---------- 1544916865.8923266 ----------

---------- 1544916870.8995347 ----------

---------- 1544916875.9048915 ----------

---------- 1544916880.9120698 ----------

---------- 1544916885.9192464 ----------

---------- 1544916890.9265027 ----------

---------- 1544916895.9337285 ----------

---------- 1544916900.9409432 ----------

---------- 1544916905.943372 ----------

---------- 1544916910.9506423 ----------

---------- 1544916915.9580703 ----------

---------- 1544916920.9653718 ----------

---------- 1544916925.9725983 ----------

---------- 1544916930.9798198 ----------

---------- 1544916935.987053 ----------

---------- 1544916940.99429 ----------

---------- 1544916946.0015063 ----------

---------- 1544916951.0087473 ----------

---------- 1544916956.0159678 ----------

---------- 1544916961.0231915 ----------

---------- 1544916966.0304146 ----------

---------- 1544916971.037642 ----------

---------- 1544916976.045032 ----------

---------- 1544916981.0523639 ----------

---------- 1544916986.059543 ----------

---------- 1544916991.0667958 ----------

---------- 1544916996.0740302 ----------

---------- 1544917001.081212 ----------

---------- 1544917006.0884364 ----------

---------- 1544917011.0956483 ----------

---------- 1544917016.102879 ----------

---------- 1544917021.1101089 ----------

---------- 1544917026.1173382 ----------

---------- 1544917031.124589 ----------

---------- 1544917036.1319764 ----------

---------- 1544917041.139249 ----------

---------- 1544917046.1464798 ----------

---------- 1544917051.1536884 ----------

---------- 1544917056.1608665 ----------

---------- 1544917061.1680713 ----------

---------- 1544917066.175261 ----------

---------- 1544917071.1823845 ----------

---------- 1544917076.189534 ----------

---------- 1544917081.1967247 ----------

---------- 1544917086.2039485 ----------

---------- 1544917091.2110312 ----------

---------- 1544917096.218451 ----------

---------- 1544917101.2257159 ----------

---------- 1544917106.2328966 ----------

---------- 1544917111.24005 ----------

---------- 1544917116.2472878 ----------

---------- 1544917121.2544801 ----------

---------- 1544917126.261654 ----------

---------- 1544917131.2688973 ----------

---------- 1544917136.2761266 ----------

---------- 1544917141.283281 ----------

---------- 1544917146.290436 ----------

---------- 1544917151.2975967 ----------

---------- 1544917156.3049235 ----------

---------- 1544917161.3122203 ----------

---------- 1544917166.3194368 ----------

---------- 1544917171.3266466 ----------

---------- 1544917176.3338604 ----------

---------- 1544917181.3410325 ----------

---------- 1544917186.348272 ----------

---------- 1544917191.3529449 ----------

---------- 1544917196.3601713 ----------

---------- 1544917201.3674076 ----------

---------- 1544917206.3746982 ----------

---------- 1544917211.3819132 ----------

---------- 1544917216.3850334 ----------

---------- 1544917221.3923264 ----------

---------- 1544917226.3994784 ----------

---------- 1544917231.4066827 ----------

---------- 1544917236.4138842 ----------

---------- 1544917241.4210694 ----------

---------- 1544917246.425253 ----------

---------- 1544917251.4317899 ----------

---------- 1544917256.4359076 ----------

---------- 1544917261.4431102 ----------

---------- 1544917266.4502935 ----------

---------- 1544917271.4575007 ----------

---------- 1544917276.4648857 ----------

---------- 1544917281.4722302 ----------

---------- 1544917286.4794662 ----------

---------- 1544917291.4867237 ----------

---------- 1544917296.4939234 ----------

---------- 1544917301.5011709 ----------

---------- 1544917306.5084326 ----------

---------- 1544917311.515614 ----------

---------- 1544917316.5228117 ----------

---------- 1544917321.5300634 ----------

---------- 1544917326.5372393 ----------

---------- 1544917331.544447 ----------

---------- 1544917336.5518143 ----------

---------- 1544917341.5590758 ----------

---------- 1544917346.5662646 ----------

---------- 1544917351.5734503 ----------

---------- 1544917356.5806444 ----------

---------- 1544917361.5878398 ----------

---------- 1544917366.5950718 ----------

---------- 1544917371.6009536 ----------

---------- 1544917376.608161 ----------

---------- 1544917381.615389 ----------

---------- 1544917386.6225624 ----------

---------- 1544917391.6249604 ----------

---------- 1544917396.6324842 ----------

---------- 1544917401.6397557 ----------

---------- 1544917406.6469564 ----------

---------- 1544917411.654156 ----------

---------- 1544917416.6613088 ----------

---------- 1544917421.6685479 ----------

---------- 1544917426.6721067 ----------

---------- 1544917431.6793525 ----------

---------- 1544917436.6865819 ----------

---------- 1544917441.6938167 ----------

---------- 1544917446.7009904 ----------

---------- 1544917451.7081861 ----------

---------- 1544917456.7156012 ----------

---------- 1544917461.7229304 ----------

---------- 1544917466.730199 ----------

---------- 1544917471.737434 ----------

---------- 1544917476.7446437 ----------

---------- 1544917481.751877 ----------

---------- 1544917486.7591257 ----------

---------- 1544917491.7664988 ----------

---------- 1544917496.7737231 ----------

---------- 1544917501.780952 ----------

---------- 1544917506.7882054 ----------

---------- 1544917511.79543 ----------

---------- 1544917516.8028564 ----------

---------- 1544917521.8089483 ----------

---------- 1544917526.816154 ----------

---------- 1544917531.8209412 ----------

---------- 1544917536.8269424 ----------

---------- 1544917541.832944 ----------

---------- 1544917546.8401809 ----------

---------- 1544917551.8473897 ----------

---------- 1544917556.8546398 ----------

---------- 1544917561.8569489 ----------

---------- 1544917566.864162 ----------

---------- 1544917571.8713818 ----------

---------- 1544917576.8788233 ----------

---------- 1544917581.8861182 ----------

---------- 1544917586.8933353 ----------

---------- 1544917591.9005687 ----------

---------- 1544917596.907757 ----------

---------- 1544917601.914984 ----------

---------- 1544917606.9222257 ----------

---------- 1544917611.9294493 ----------

---------- 1544917616.9366739 ----------

---------- 1544917621.9438522 ----------

---------- 1544917626.9510615 ----------

---------- 1544917631.958291 ----------

---------- 1544917636.9656563 ----------

---------- 1544917641.972938 ----------

---------- 1544917646.9801657 ----------

---------- 1544917651.9849641 ----------

---------- 1544917656.9922051 ----------

---------- 1544917661.99695 ----------

---------- 1544917667.0041826 ----------

---------- 1544917672.0089679 ----------

---------- 1544917677.0162287 ----------

---------- 1544917682.023447 ----------

---------- 1544917687.0306406 ----------

---------- 1544917692.0369534 ----------

---------- 1544917697.0444074 ----------

---------- 1544917702.0489552 ----------

---------- 1544917707.0562046 ----------

---------- 1544917712.0609598 ----------

---------- 1544917717.068224 ----------

---------- 1544917722.0754561 ----------

---------- 1544917727.0826745 ----------

---------- 1544917732.089911 ----------

---------- 1544917737.097113 ----------

---------- 1544917742.1043456 ----------

---------- 1544917747.111561 ----------

---------- 1544917752.118802 ----------

---------- 1544917757.126251 ----------

---------- 1544917762.1335475 ----------

---------- 1544917767.1407793 ----------

---------- 1544917772.148015 ----------

---------- 1544917777.1552436 ----------

---------- 1544917782.1624906 ----------

---------- 1544917787.169701 ----------

---------- 1544917792.1769931 ----------

---------- 1544917797.1842399 ----------

---------- 1544917802.1914613 ----------

---------- 1544917807.1986804 ----------

---------- 1544917812.2059004 ----------

---------- 1544917817.2133489 ----------

---------- 1544917822.2206833 ----------

---------- 1544917827.2279062 ----------

---------- 1544917832.2351499 ----------

---------- 1544917837.2423751 ----------

---------- 1544917842.2495966 ----------

---------- 1544917847.2568314 ----------

---------- 1544917852.2640796 ----------

---------- 1544917857.2713573 ----------

---------- 1544917862.2786074 ----------

---------- 1544917867.2858431 ----------

---------- 1544917872.2930455 ----------

---------- 1544917877.30062 ----------

---------- 1544917882.307983 ----------

---------- 1544917887.3151724 ----------

---------- 1544917892.3224335 ----------

---------- 1544917897.3296568 ----------

---------- 1544917902.3369112 ----------

---------- 1544917907.3441474 ----------

---------- 1544917912.3513691 ----------

---------- 1544917917.3586042 ----------

---------- 1544917922.3658247 ----------

---------- 1544917927.3730109 ----------

---------- 1544917932.3802578 ----------

---------- 1544917937.3877783 ----------

---------- 1544917942.3950994 ----------

---------- 1544917947.4025028 ----------

---------- 1544917952.4097178 ----------

---------- 1544917957.416988 ----------

---------- 1544917962.4242408 ----------

---------- 1544917967.431423 ----------

---------- 1544917972.4386117 ----------

---------- 1544917977.4457507 ----------

---------- 1544917982.452919 ----------

---------- 1544917987.4601142 ----------

---------- 1544917992.4673045 ----------

---------- 1544917997.474803 ----------

---------- 1544918002.4820924 ----------

---------- 1544918007.4892542 ----------

---------- 1544918012.4964743 ----------

---------- 1544918017.503682 ----------

---------- 1544918022.5109293 ----------

---------- 1544918027.518171 ----------

---------- 1544918032.5253875 ----------

---------- 1544918037.5326278 ----------

---------- 1544918042.5369651 ----------

---------- 1544918047.5442045 ----------

---------- 1544918052.5514286 ----------

---------- 1544918057.5588577 ----------

---------- 1544918062.56618 ----------

---------- 1544918067.573383 ----------

---------- 1544918072.5806212 ----------

---------- 1544918077.587839 ----------

---------- 1544918082.5950987 ----------

---------- 1544918087.6023562 ----------

---------- 1544918092.6095755 ----------

---------- 1544918097.6168346 ----------

---------- 1544918102.624084 ----------

---------- 1544918107.6313343 ----------

---------- 1544918112.6385968 ----------

---------- 1544918117.6460156 ----------

---------- 1544918122.6533139 ----------

---------- 1544918127.6607065 ----------

---------- 1544918132.6680355 ----------

---------- 1544918137.6757143 ----------

---------- 1544918142.678684 ----------

---------- 1544918147.685908 ----------

---------- 1544918152.6931498 ----------

---------- 1544918157.7004027 ----------

---------- 1544918162.7076411 ----------

---------- 1544918167.7149003 ----------

---------- 1544918172.722166 ----------

---------- 1544918177.7295706 ----------

---------- 1544918182.7368875 ----------

---------- 1544918187.744134 ----------

---------- 1544918192.7513618 ----------

---------- 1544918197.7585983 ----------

---------- 1544918202.765821 ----------

---------- 1544918207.773035 ----------

---------- 1544918212.7802804 ----------

---------- 1544918217.7875187 ----------

---------- 1544918222.7947836 ----------

---------- 1544918227.8020158 ----------

---------- 1544918232.8092268 ----------

---------- 1544918237.8167872 ----------

---------- 1544918242.8241475 ----------

---------- 1544918247.8313675 ----------

---------- 1544918252.838583 ----------

---------- 1544918257.844939 ----------

---------- 1544918262.8521643 ----------

---------- 1544918267.8593721 ----------

---------- 1544918272.8666387 ----------

---------- 1544918277.8738606 ----------

---------- 1544918282.8810585 ----------

---------- 1544918287.8882215 ----------

---------- 1544918292.895415 ----------

---------- 1544918297.902817 ----------

---------- 1544918302.9101155 ----------

---------- 1544918307.9173043 ----------

---------- 1544918312.9245486 ----------

---------- 1544918317.9317634 ----------

---------- 1544918322.9389637 ----------

---------- 1544918327.9461918 ----------

---------- 1544918332.9534295 ----------

---------- 1544918337.9606562 ----------

---------- 1544918342.967878 ----------

---------- 1544918347.9751124 ----------

---------- 1544918352.982372 ----------

---------- 1544918357.9897752 ----------

---------- 1544918362.9970384 ----------

---------- 1544918368.0042813 ----------

---------- 1544918373.011511 ----------

---------- 1544918378.0187464 ----------

---------- 1544918383.0259926 ----------

---------- 1544918388.0332198 ----------

---------- 1544918393.040487 ----------

---------- 1544918398.047706 ----------

---------- 1544918403.0549564 ----------

---------- 1544918408.0621936 ----------

---------- 1544918413.06941 ----------

---------- 1544918418.076971 ----------

---------- 1544918423.084253 ----------

---------- 1544918428.0914505 ----------

---------- 1544918433.0987048 ----------

---------- 1544918438.1059518 ----------

---------- 1544918443.1131384 ----------

---------- 1544918448.120373 ----------

---------- 1544918453.1275735 ----------

---------- 1544918458.1348295 ----------

---------- 1544918463.1420572 ----------

---------- 1544918468.1492856 ----------

---------- 1544918473.1566577 ----------

---------- 1544918478.1640816 ----------

---------- 1544918483.1714027 ----------

---------- 1544918488.1786456 ----------

---------- 1544918493.1858892 ----------

---------- 1544918498.1931226 ----------

---------- 1544918503.2003872 ----------

---------- 1544918508.2076063 ----------

---------- 1544918513.2148502 ----------

---------- 1544918518.2220776 ----------

---------- 1544918523.2293108 ----------

---------- 1544918528.2365646 ----------

---------- 1544918533.2437885 ----------

---------- 1544918538.2512355 ----------

---------- 1544918543.2585466 ----------

---------- 1544918548.2657697 ----------

---------- 1544918553.2729867 ----------

---------- 1544918558.2802136 ----------

---------- 1544918563.2840278 ----------

---------- 1544918568.2912138 ----------

---------- 1544918573.298378 ----------

---------- 1544918578.305571 ----------

---------- 1544918583.312778 ----------

---------- 1544918588.3199408 ----------

---------- 1544918593.3222952 ----------

---------- 1544918598.3269677 ----------

---------- 1544918603.334324 ----------

---------- 1544918608.341599 ----------

---------- 1544918613.3488555 ----------

---------- 1544918618.3561435 ----------

---------- 1544918623.3633702 ----------

---------- 1544918628.3705938 ----------

---------- 1544918633.3778446 ----------

---------- 1544918638.38507 ----------

---------- 1544918643.3923295 ----------

---------- 1544918648.399408 ----------

---------- 1544918653.4065542 ----------

---------- 1544918658.4139783 ----------

---------- 1544918663.4212866 ----------

---------- 1544918668.4285288 ----------

---------- 1544918673.4357784 ----------

---------- 1544918678.4430027 ----------

---------- 1544918683.4502647 ----------

---------- 1544918688.4574182 ----------

---------- 1544918693.4646878 ----------

